company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
58,2019,+,-,-,Shareholder Returns
58,2020,+,-,-,Reinvestor
58,2021,+,-,-,Reinvestor
58,2022,+,-,-,Shareholder Returns
58,2023,+,-,-,Reinvestor
58,2024,+,-,-,Reinvestor
59,2012,+,-,-,Reinvestor
59,2013,+,-,-,Shareholder Returns
59,2014,+,-,-,Reinvestor
59,2015,+,-,-,Reinvestor
59,2016,+,-,-,Shareholder Returns
59,2017,+,-,-,Reinvestor
59,2018,+,-,-,Reinvestor
59,2019,+,-,-,Shareholder Returns
59,2020,+,-,-,Reinvestor
59,2021,+,-,-,Reinvestor
59,2022,+,-,-,Shareholder Returns
59,2023,+,-,-,Reinvestor
59,2024,+,-,-,Reinvestor
60,2012,+,-,-,Reinvestor
60,2013,+,-,-,Shareholder Returns
60,2014,+,-,-,Reinvestor
60,2015,+,-,-,Reinvestor
60,2016,+,-,-,Shareholder Returns
60,2017,+,-,-,Reinvestor
60,2018,+,-,-,Reinvestor
60,2019,+,-,-,Shareholder Returns
60,2020,+,-,-,Reinvestor
60,2021,+,-,-,Reinvestor
60,2022,+,-,-,Shareholder Returns
60,2023,+,-,-,Reinvestor
60,2024,+,-,-,Reinvestor
61,2012,+,-,-,Reinvestor
61,2013,+,-,-,Shareholder Returns
61,2014,+,-,-,Reinvestor
61,2015,+,-,-,Reinvestor
61,2016,+,-,-,Shareholder Returns
61,2017,+,-,-,Reinvestor
61,2018,+,-,-,Reinvestor
61,2019,+,-,-,Shareholder Returns
61,2020,+,-,-,Reinvestor
61,2021,+,-,-,Reinvestor
61,2022,+,-,-,Shareholder Returns
61,2023,+,-,-,Reinvestor
61,2024,+,-,-,Reinvestor
62,2012,+,-,-,Reinvestor
62,2013,+,-,-,Shareholder Returns
62,2014,+,-,-,Reinvestor
62,2015,+,-,-,Reinvestor
62,2016,+,-,-,Shareholder Returns
62,2017,+,-,-,Reinvestor
62,2018,+,-,-,Reinvestor
62,2019,+,-,-,Shareholder Returns
62,2020,+,-,-,Reinvestor
62,2021,+,-,-,Reinvestor
62,2022,+,-,-,Shareholder Returns
62,2023,+,-,-,Reinvestor
62,2024,+,-,-,Reinvestor
63,2012,+,-,-,Reinvestor
63,2013,+,-,-,Shareholder Returns
63,2014,+,-,-,Reinvestor
63,2015,+,-,-,Reinvestor
63,2016,+,-,-,Shareholder Returns
63,2017,+,-,-,Reinvestor
63,2018,+,-,-,Reinvestor
63,2019,+,-,-,Shareholder Returns
63,2020,+,-,-,Reinvestor
63,2021,+,-,-,Reinvestor
63,2022,+,-,-,Shareholder Returns
63,2023,+,-,-,Reinvestor
63,2024,+,-,-,Reinvestor
64,2012,+,-,-,Reinvestor
64,2013,+,-,-,Shareholder Returns
64,2014,+,-,-,Reinvestor
64,2015,+,-,-,Reinvestor
64,2016,+,-,-,Shareholder Returns
64,2017,+,-,-,Reinvestor
64,2018,+,-,-,Reinvestor
64,2019,+,-,-,Shareholder Returns
64,2020,+,-,-,Reinvestor
64,2021,+,-,-,Reinvestor
64,2022,+,-,-,Shareholder Returns
64,2023,+,-,-,Reinvestor
64,2024,+,-,-,Reinvestor
65,2012,+,-,-,Reinvestor
65,2013,+,-,-,Shareholder Returns
65,2014,+,-,-,Reinvestor
65,2015,+,-,-,Reinvestor
65,2016,+,-,-,Shareholder Returns
65,2017,+,-,-,Reinvestor
65,2018,+,-,-,Reinvestor
65,2019,+,-,-,Shareholder Returns
65,2020,+,-,-,Reinvestor
65,2021,+,-,-,Reinvestor
65,2022,+,-,-,Shareholder Returns
65,2023,+,-,-,Reinvestor
65,2024,+,-,-,Reinvestor
66,2012,+,-,-,Reinvestor
66,2013,+,-,-,Shareholder Returns
66,2014,+,-,-,Reinvestor
66,2015,+,-,-,Reinvestor
66,2016,+,-,-,Shareholder Returns
66,2017,+,-,-,Reinvestor
66,2018,+,-,-,Reinvestor
66,2019,+,-,-,Shareholder Returns
66,2020,+,-,-,Reinvestor
66,2021,+,-,-,Reinvestor
66,2022,+,-,-,Shareholder Returns
66,2023,+,-,-,Reinvestor
66,2024,+,-,-,Reinvestor
67,2012,+,-,-,Reinvestor
67,2013,+,-,-,Shareholder Returns
67,2014,+,-,-,Reinvestor
67,2015,+,-,-,Reinvestor
67,2016,+,-,-,Shareholder Returns
67,2017,+,-,-,Reinvestor
67,2018,+,-,-,Reinvestor
67,2019,+,-,-,Shareholder Returns
67,2020,+,-,-,Reinvestor
67,2021,+,-,-,Reinvestor
67,2022,+,-,-,Shareholder Returns
67,2023,+,-,-,Reinvestor
67,2024,+,-,-,Reinvestor
68,2012,+,-,-,Reinvestor
68,2013,+,-,-,Shareholder Returns
68,2014,+,-,-,Reinvestor
68,2015,+,-,-,Reinvestor
68,2016,+,-,-,Shareholder Returns
68,2017,+,-,-,Reinvestor
68,2018,+,-,-,Reinvestor
68,2019,+,-,-,Shareholder Returns
68,2020,+,-,-,Reinvestor
68,2021,+,-,-,Reinvestor
68,2022,+,-,-,Shareholder Returns
68,2023,+,-,-,Reinvestor
68,2024,+,-,-,Reinvestor
69,2012,+,-,-,Reinvestor
69,2013,+,-,-,Shareholder Returns
69,2014,+,-,-,Reinvestor
69,2015,+,-,-,Reinvestor
69,2016,+,-,-,Shareholder Returns
69,2017,+,-,-,Reinvestor
69,2018,+,-,-,Reinvestor
69,2019,+,-,-,Shareholder Returns
69,2020,+,-,-,Reinvestor
69,2021,+,-,-,Reinvestor
69,2022,+,-,-,Shareholder Returns
69,2023,+,-,-,Reinvestor
69,2024,+,-,-,Reinvestor
70,2012,+,-,-,Reinvestor
70,2013,+,-,-,Shareholder Returns
70,2014,+,-,-,Reinvestor
70,2015,+,-,-,Reinvestor
70,2016,+,-,-,Shareholder Returns
70,2017,+,-,-,Reinvestor
70,2018,+,-,-,Reinvestor
70,2019,+,-,-,Shareholder Returns
70,2020,+,-,-,Reinvestor
70,2021,+,-,-,Reinvestor
70,2022,+,-,-,Shareholder Returns
70,2023,+,-,-,Reinvestor
70,2024,+,-,-,Reinvestor
71,2012,+,-,-,Reinvestor
71,2013,+,-,-,Shareholder Returns
71,2014,+,-,-,Reinvestor
71,2015,+,-,-,Reinvestor
71,2016,+,-,-,Shareholder Returns
71,2017,+,-,-,Reinvestor
71,2018,+,-,-,Reinvestor
71,2019,+,-,-,Shareholder Returns
71,2020,+,-,-,Reinvestor
71,2021,+,-,-,Reinvestor
71,2022,+,-,-,Shareholder Returns
71,2023,+,-,-,Reinvestor
71,2024,+,-,-,Reinvestor
72,2012,+,-,-,Reinvestor
72,2013,+,-,-,Shareholder Returns
72,2014,+,-,-,Reinvestor
72,2015,+,-,-,Reinvestor
72,2016,+,-,-,Shareholder Returns
72,2017,+,-,-,Reinvestor
72,2018,+,-,-,Reinvestor
72,2019,+,-,-,Shareholder Returns
72,2020,+,-,-,Reinvestor
72,2021,+,-,-,Reinvestor
72,2022,+,-,-,Shareholder Returns
72,2023,+,-,-,Reinvestor
72,2024,+,-,-,Reinvestor
73,2012,+,-,-,Reinvestor
73,2013,+,-,-,Shareholder Returns
73,2014,+,-,-,Reinvestor
73,2015,+,-,-,Reinvestor
73,2016,+,-,-,Shareholder Returns
73,2017,+,-,-,Reinvestor
73,2018,+,-,-,Reinvestor
73,2019,+,-,-,Shareholder Returns
73,2020,+,-,-,Reinvestor
73,2021,+,-,-,Reinvestor
73,2022,+,-,-,Shareholder Returns
73,2023,+,-,-,Reinvestor
73,2024,+,-,-,Reinvestor
74,2012,+,-,-,Reinvestor
74,2013,+,-,-,Shareholder Returns
74,2014,+,-,-,Reinvestor
74,2015,+,-,-,Reinvestor
74,2016,+,-,-,Shareholder Returns
74,2017,+,-,-,Reinvestor
74,2018,+,-,-,Reinvestor
74,2019,+,-,-,Shareholder Returns
74,2020,+,-,-,Reinvestor
74,2021,+,-,-,Reinvestor
74,2022,+,-,-,Shareholder Returns
74,2023,+,-,-,Reinvestor
74,2024,+,-,-,Reinvestor
75,2012,+,-,-,Reinvestor
75,2013,+,-,-,Shareholder Returns
75,2014,+,-,-,Reinvestor
75,2015,+,-,-,Reinvestor
75,2016,+,-,-,Shareholder Returns
75,2017,+,-,-,Reinvestor
75,2018,+,-,-,Reinvestor
75,2019,+,-,-,Shareholder Returns
75,2020,+,-,-,Reinvestor
75,2021,+,-,-,Reinvestor
75,2022,+,-,-,Shareholder Returns
75,2023,+,-,-,Reinvestor
75,2024,+,-,-,Reinvestor
76,2012,+,-,-,Reinvestor
76,2013,+,-,-,Shareholder Returns
76,2014,+,-,-,Reinvestor
76,2015,+,-,-,Reinvestor
76,2016,+,-,-,Shareholder Returns
76,2017,+,-,-,Reinvestor
76,2018,+,-,-,Reinvestor
76,2019,+,-,-,Shareholder Returns
76,2020,+,-,-,Reinvestor
76,2021,+,-,-,Reinvestor
76,2022,+,-,-,Shareholder Returns
76,2023,+,-,-,Reinvestor
76,2024,+,-,-,Reinvestor
77,2012,+,-,-,Reinvestor
77,2013,+,-,-,Shareholder Returns
77,2014,+,-,-,Reinvestor
77,2015,+,-,-,Reinvestor
77,2016,+,-,-,Shareholder Returns
77,2017,+,-,-,Reinvestor
77,2018,+,-,-,Reinvestor
77,2019,+,-,-,Shareholder Returns
77,2020,+,-,-,Reinvestor
77,2021,+,-,-,Reinvestor
77,2022,+,-,-,Shareholder Returns
77,2023,+,-,-,Reinvestor
77,2024,+,-,-,Reinvestor
78,2012,+,-,-,Reinvestor
78,2013,+,-,-,Shareholder Returns
78,2014,+,-,-,Reinvestor
78,2015,+,-,-,Reinvestor
78,2016,+,-,-,Shareholder Returns
78,2017,+,-,-,Reinvestor
78,2018,+,-,-,Reinvestor
78,2019,+,-,-,Shareholder Returns
78,2020,+,-,-,Reinvestor
78,2021,+,-,-,Reinvestor
78,2022,+,-,-,Shareholder Returns
78,2023,+,-,-,Reinvestor
78,2024,+,-,-,Reinvestor
79,2012,+,-,-,Reinvestor
79,2013,+,-,-,Shareholder Returns
79,2014,+,-,-,Reinvestor
79,2015,+,-,-,Reinvestor
79,2016,+,-,-,Shareholder Returns
79,2017,+,-,-,Reinvestor
79,2018,+,-,-,Reinvestor
79,2019,+,-,-,Shareholder Returns
79,2020,+,-,-,Reinvestor
79,2021,+,-,-,Reinvestor
79,2022,+,-,-,Shareholder Returns
79,2023,+,-,-,Reinvestor
79,2024,+,-,-,Reinvestor
80,2012,+,-,-,Reinvestor
80,2013,+,-,-,Shareholder Returns
80,2014,+,-,-,Reinvestor
80,2015,+,-,-,Reinvestor
80,2016,+,-,-,Shareholder Returns
80,2017,+,-,-,Reinvestor
80,2018,+,-,-,Reinvestor
80,2019,+,-,-,Shareholder Returns
80,2020,+,-,-,Reinvestor
80,2021,+,-,-,Reinvestor
80,2022,+,-,-,Shareholder Returns
80,2023,+,-,-,Reinvestor
80,2024,+,-,-,Reinvestor
81,2012,+,-,-,Reinvestor
81,2013,+,-,-,Shareholder Returns
81,2014,+,-,-,Reinvestor
81,2015,+,-,-,Reinvestor
81,2016,+,-,-,Shareholder Returns
81,2017,+,-,-,Reinvestor
81,2018,+,-,-,Reinvestor
81,2019,+,-,-,Shareholder Returns
81,2020,+,-,-,Reinvestor
81,2021,+,-,-,Reinvestor
81,2022,+,-,-,Shareholder Returns
81,2023,+,-,-,Reinvestor
81,2024,+,-,-,Reinvestor
82,2012,+,-,-,Reinvestor
82,2013,+,-,-,Shareholder Returns
82,2014,+,-,-,Reinvestor
82,2015,+,-,-,Reinvestor
82,2016,+,-,-,Shareholder Returns
82,2017,+,-,-,Reinvestor
82,2018,+,-,-,Reinvestor
82,2019,+,-,-,Shareholder Returns
82,2020,+,-,-,Reinvestor
82,2021,+,-,-,Reinvestor
82,2022,+,-,-,Shareholder Returns
82,2023,+,-,-,Reinvestor
82,2024,+,-,-,Reinvestor
83,2012,+,-,-,Reinvestor
83,2013,+,-,-,Shareholder Returns
83,2014,+,-,-,Reinvestor
83,2015,+,-,-,Reinvestor
83,2016,+,-,-,Shareholder Returns
83,2017,+,-,-,Reinvestor
83,2018,+,-,-,Reinvestor
83,2019,+,-,-,Shareholder Returns
83,2020,+,-,-,Reinvestor
83,2021,+,-,-,Reinvestor
83,2022,+,-,-,Shareholder Returns
83,2023,+,-,-,Reinvestor
83,2024,+,-,-,Reinvestor
84,2012,+,-,-,Reinvestor
84,2013,+,-,-,Shareholder Returns
84,2014,+,-,-,Reinvestor
84,2015,+,-,-,Reinvestor
84,2016,+,-,-,Shareholder Returns
84,2017,+,-,-,Reinvestor
84,2018,+,-,-,Reinvestor
84,2019,+,-,-,Shareholder Returns
84,2020,+,-,-,Reinvestor
84,2021,+,-,-,Reinvestor
84,2022,+,-,-,Shareholder Returns
84,2023,+,-,-,Reinvestor
84,2024,+,-,-,Reinvestor
85,2012,+,-,-,Reinvestor
85,2013,+,-,-,Shareholder Returns
85,2014,+,-,-,Reinvestor
85,2015,+,-,-,Reinvestor
85,2016,+,-,-,Shareholder Returns
85,2017,+,-,-,Reinvestor
85,2018,+,-,-,Reinvestor
85,2019,+,-,-,Shareholder Returns
85,2020,+,-,-,Reinvestor
85,2021,+,-,-,Reinvestor
85,2022,+,-,-,Shareholder Returns
85,2023,+,-,-,Reinvestor
85,2024,+,-,-,Reinvestor
86,2012,+,-,-,Reinvestor
86,2013,+,-,-,Shareholder Returns
86,2014,+,-,-,Reinvestor
86,2015,+,-,-,Reinvestor
86,2016,+,-,-,Shareholder Returns
86,2017,+,-,-,Reinvestor
86,2018,+,-,-,Reinvestor
86,2019,+,-,-,Shareholder Returns
86,2020,+,-,-,Reinvestor
86,2021,+,-,-,Reinvestor
86,2022,+,-,-,Shareholder Returns
86,2023,+,-,-,Reinvestor
86,2024,+,-,-,Reinvestor
87,2012,+,-,-,Reinvestor
87,2013,+,-,-,Shareholder Returns
87,2014,+,-,-,Reinvestor
87,2015,+,-,-,Reinvestor
87,2016,+,-,-,Shareholder Returns
87,2017,+,-,-,Reinvestor
87,2018,+,-,-,Reinvestor
87,2019,+,-,-,Shareholder Returns
87,2020,+,-,-,Reinvestor
87,2021,+,-,-,Reinvestor
87,2022,+,-,-,Shareholder Returns
87,2023,+,-,-,Reinvestor
87,2024,+,-,-,Reinvestor
88,2012,+,-,-,Reinvestor
88,2013,+,-,-,Shareholder Returns
88,2014,+,-,-,Reinvestor
88,2015,+,-,-,Reinvestor
88,2016,+,-,-,Shareholder Returns
88,2017,+,-,-,Reinvestor
88,2018,+,-,-,Reinvestor
88,2019,+,-,-,Shareholder Returns
88,2020,+,-,-,Reinvestor
88,2021,+,-,-,Reinvestor
88,2022,+,-,-,Shareholder Returns
88,2023,+,-,-,Reinvestor
88,2024,+,-,-,Reinvestor
89,2012,+,-,-,Reinvestor
89,2013,+,-,-,Shareholder Returns
89,2014,+,-,-,Reinvestor
89,2015,+,-,-,Reinvestor
89,2016,+,-,-,Shareholder Returns
89,2017,+,-,-,Reinvestor
89,2018,+,-,-,Reinvestor
89,2019,+,-,-,Shareholder Returns
89,2020,+,-,-,Reinvestor
89,2021,+,-,-,Reinvestor
89,2022,+,-,-,Shareholder Returns
89,2023,+,-,-,Reinvestor
89,2024,+,-,-,Reinvestor
90,2012,+,-,-,Reinvestor
90,2013,+,-,-,Shareholder Returns
90,2014,+,-,-,Reinvestor
90,2015,+,-,-,Reinvestor
90,2016,+,-,-,Shareholder Returns
90,2017,+,-,-,Reinvestor
90,2018,+,-,-,Reinvestor
90,2019,+,-,-,Shareholder Returns
90,2020,+,-,-,Reinvestor
90,2021,+,-,-,Reinvestor
90,2022,+,-,-,Shareholder Returns
90,2023,+,-,-,Reinvestor
90,2024,+,-,-,Reinvestor
91,2012,+,-,-,Reinvestor
91,2013,+,-,-,Shareholder Returns
91,2014,+,-,-,Reinvestor
91,2015,+,-,-,Reinvestor
91,2016,+,-,-,Shareholder Returns
91,2017,+,-,-,Reinvestor
91,2018,+,-,-,Reinvestor
91,2019,+,-,-,Shareholder Returns
91,2020,+,-,-,Reinvestor
91,2021,+,-,-,Reinvestor
91,2022,+,-,-,Shareholder Returns
91,2023,+,-,-,Reinvestor
91,2024,+,-,-,Reinvestor
92,2012,+,-,-,Reinvestor
92,2013,+,-,-,Shareholder Returns
92,2014,+,-,-,Reinvestor
92,2015,+,-,-,Reinvestor
92,2016,+,-,-,Shareholder Returns
92,2017,+,-,-,Reinvestor
92,2018,+,-,-,Reinvestor
92,2019,+,-,-,Shareholder Returns
92,2020,+,-,-,Reinvestor
92,2021,+,-,-,Reinvestor
92,2022,+,-,-,Shareholder Returns
92,2023,+,-,-,Reinvestor
92,2024,+,-,-,Reinvestor
